pmid,pmcid,title,platform_mentioned,cga_strong,cga_general,cga_example,assembly_strong,assembly_general,assembly_example,annotation_strong,annotation_general,annotation_example,sgf_strong,sgf_general,sgf_example,proteome_cmp_strong,proteome_cmp_general,proteome_cmp_example,variation_strong,variation_general,variation_example,metagenomics_strong,metagenomics_general,metagenomics_example,rnaseq_strong,rnaseq_general,rnaseq_example,phylo_strong,phylo_general,phylo_example,crispr_strong,crispr_general,crispr_example,subsystems_strong,subsystems_general,subsystems_example,specialty_genes_strong,specialty_genes_general,specialty_genes_example,amr_strong,amr_general,amr_example,taxclass_strong,taxclass_general,taxclass_example,docking_strong,docking_general,docking_example,pfs_strong,pfs_general,pfs_example,pathway_strong,pathway_general,pathway_example,p3tools_strong,p3tools_general,p3tools_example,blast_strong,blast_general,blast_example,primer_design_strong,primer_design_general,primer_design_example,genome_alignment_strong,genome_alignment_general,genome_alignment_example,tnseq_strong,tnseq_general,tnseq_example,bact_genome_tree_strong,bact_genome_tree_general,bact_genome_tree_example,viral_genome_tree_strong,viral_genome_tree_general,viral_genome_tree_example,cgmlst_strong,cgmlst_general,cgmlst_example,wg_snp_strong,wg_snp_general,wg_snp_example,msa_snp_strong,msa_snp_general,msa_snp_example,metacats_strong,metacats_general,metacats_example,protein_structure_strong,protein_structure_general,protein_structure_example,protein_stability_strong,protein_stability_general,protein_stability_example,comparative_systems_strong,comparative_systems_general,comparative_systems_example,mobile_element_strong,mobile_element_general,mobile_element_example,expression_import_strong,expression_import_general,expression_import_example,fastq_utils_strong,fastq_utils_general,fastq_utils_example,id_mapper_strong,id_mapper_general,id_mapper_example,sarscov2_genome_strong,sarscov2_genome_general,sarscov2_genome_example,sarscov2_wastewater_strong,sarscov2_wastewater_general,sarscov2_wastewater_example,flu_submission_strong,flu_submission_general,flu_submission_example,flu_ha_subtype_strong,flu_ha_subtype_general,flu_ha_subtype_example,flu_reassortment_strong,flu_reassortment_general,flu_reassortment_example,subspecies_strong,subspecies_general,subspecies_example,viral_assembly_strong,viral_assembly_general,viral_assembly_example,outbreak_tracker_strong,outbreak_tracker_general,outbreak_tracker_example
38832771,PMC11256846,Draft genome assembly of Lactobacillus johnsonii UMB3423 from a voided urine sample,True,0,0,,0,1,REFERENCES Vaginal microbiome of reproductive-age women The female urinary microbiome: a comparison of women with and without urgency urinary incontinence Defining the relationship between vaginal and urinary microbiomes The healthy urinary microbiome in asymptomatic participants in the MAPP network,0,1,REFERENCES Vaginal microbiome of reproductive-age women The female urinary microbiome: a comparison of women with and without urgency urinary incontinence Defining the relationship between vaginal and urinary microbiomes The healthy urinary microbiome in asymptomatic participants in the MAPP network,1,0,johnsonii UMB3423 genome sequence to publicly available assemblies Genome comparison tool Closest genome (accession) Score BV-BRC Similar Genome Finder L.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38809013,PMC11237479,The phage shock protein (PSP) envelope stress response: discovery of novel partners and evolutionary history,True,0,0,,0,0,,0,1,Functional analysis of the enteropathogenic Escherichia coli type III secretion system chaperone cest identifies domains that mediate substrate interactions The N-terminal amphipathic helices determine regulatory and effector functions of phage shock protein A (PspA) in Escherichia coli Glutamate de,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"As a gene tree, most homologs do cluster among evolutionarily similar species, though evidence of widespread horizontal gene transfer is also evident.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Functional analysis of the enteropathogenic Escherichia coli type III secretion system chaperone cest identifies domains that mediate substrate interactions The N-terminal amphipathic helices determine regulatory and effector functions of phage shock protein A (PspA) in Escherichia coli Glutamate de,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38792761,PMC11123878,Role of Volatile Organic Compounds Produced by Kosakonia cowanii Cp1 during Competitive Colonization Interaction against Pectobacterium aroidearum SM2,True,1,1,"The Sequence Read Archive data of the SM2 strain were submitted to the Comprehensive Genome Analysis Service, using PATRIC at the Bacterial and Viral Bioinformatics Resource Center (BV-BRC); for data filtration, TrimGalore, CutAdapt, Fastq-Pair, and FastQC were used, SPAdes was used for assembly, an",0,1,"The Sequence Read Archive data of the SM2 strain were submitted to the Comprehensive Genome Analysis Service, using PATRIC at the Bacterial and Viral Bioinformatics Resource Center (BV-BRC); for data filtration, TrimGalore, CutAdapt, Fastq-Pair, and FastQC were used, SPAdes was used for assembly, an",2,1,"The Sequence Read Archive data of the SM2 strain were submitted to the Comprehensive Genome Analysis Service, using PATRIC at the Bacterial and Viral Bioinformatics Resource Center (BV-BRC); for data filtration, TrimGalore, CutAdapt, Fastq-Pair, and FastQC were used, SPAdes was used for assembly, an",0,0,,0,0,,0,0,,0,0,,0,0,,1,1,"To generate bacterial phylogenetic trees, the Codon Tree pipeline at BV-BRC was utilized with Mash/MinHash, and global protein families (PGFams) were analyzed with MUSCLE v5 and processed with RAxML v8.2.11 (Randomized Axelerated Maximum Likelihood) to determine the phylogenetic analysis.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"To generate bacterial phylogenetic trees, the Codon Tree pipeline at BV-BRC was utilized with Mash/MinHash, and global protein families (PGFams) were analyzed with MUSCLE v5 and processed with RAxML v8.2.11 (Randomized Axelerated Maximum Likelihood) to determine the phylogenetic analysis.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38790062,PMC11127405,Bacterial dynamics of the plastisphere microbiome exposed to sub-lethal antibiotic pollution,True,0,0,,0,2,CARD 2020: antibiotic resistome surveillance with the comprehensive antibiotic resistance database Fast and sensitive protein alignment using DIAMOND MEGAHIT: an ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph Fast gapped-read alignment with B,0,1,"In order to identify mechanisms related to a potential risk for human health, the MAGs were annotated using COG 2020, pfam v32 and SEED to identify type IV secretion system genes and virulence genes were identified in the MAGs using the BV-BRC database https://www.bv-brc.org/.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"In order to determine whether viral contigs were integrated in the MAGs, all obtained MAGs (regardless of the assembly approach) were blasted against the contigs (nucleotide blast).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38789935,PMC11127350,Uncovering the lignin-degrading potential of Serratia quinivorans AORB19: insights from genomic analyses and alkaline lignin degradation,True,0,0,,0,2,Sustainable production of thermostable laccase from agro-residues waste by bacillus Aquimaris Akrc02 Production of a laccase and decrease of the phenolic content in canola meal during the growth of the fungus pleurotus ostreatus in solid state fermentation processes Flavonoid-rich agro-industrial re,0,2,The assembled genome was annotated utilizing RASTk under Patric (3.6.12) (https://www.patricbrc.org).,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,"In another approach, a whole genome phylogenetic tree for 74 Serratia genomes was generated using the codon tree method within BV-BRC 3.28.22 (https://www.bv-brc.org).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38778284,PMC11112869,Potential involvement of beta-lactamase homologous proteins in resistance to beta-lactam antibiotics in gram-negative bacteria of the ESKAPEE group,True,0,0,,0,0,,0,1,"Functional distribution Functional distribution of prospected proteins using the HMM profile Class Protein description / Product # Seqs A Class A beta-lactamase (EC 3.5.2.6)—SHV, CTX-M, TEM, KPC, LAP, CARB/PSE, PER, CARB/RTG, GES, OKP-B, LEN, VEB, IMI, OKP-A 2513 Hypothetical protein 1 B Metallo-bet",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Epidemiology of β-Lactamase-Producing Pathogens Genomic insights into the emergence and spread of antimicrobial-resistant bacterial pathogens Scope, limitations and classification of lactamases An Enzyme from Bacteria able to Destroy Penicillin Past and Present Perspectives on β-Lactamases The struc",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Epidemiology of β-Lactamase-Producing Pathogens Genomic insights into the emergence and spread of antimicrobial-resistant bacterial pathogens Scope, limitations and classification of lactamases An Enzyme from Bacteria able to Destroy Penicillin Past and Present Perspectives on β-Lactamases The struc",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Epidemiology of β-Lactamase-Producing Pathogens Genomic insights into the emergence and spread of antimicrobial-resistant bacterial pathogens Scope, limitations and classification of lactamases An Enzyme from Bacteria able to Destroy Penicillin Past and Present Perspectives on β-Lactamases The struc",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38774514,PMC11106028,Escherichia coli non-coding regulatory regions are highly conserved,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Then, blastn was used to search for all reference non-coding regulatory regions against this strain- and region-specific database.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,coli alleleome in strain design Genomic insights into lactobacillaceae: analyzing the ‘alleleome’ of core pangenomes for enhanced understanding of strain diversity and revealing phylogroup-specific unique variants A constant rate of spontaneous mutation in DNA-based microbes Mutation rate inferred f,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38765606,PMC11101950,Visualizing metagenomic and metatranscriptomic data: A comprehensive review,True,0,0,,0,2,Table 3 TOOL CATEGORY BY MAIN FUNCTION INPUT DATA TYPE LICENSE TYPE IMPLEMENTATION LAST UPDATE FastQC Quality Control Raw sequence data (before any alignment or assembly steps) Open source Stand-alone 2023 LongQC Quality Control Raw Long-Read Sequencing Data (before any alignment or assembly steps -,0,2,Table 3 TOOL CATEGORY BY MAIN FUNCTION INPUT DATA TYPE LICENSE TYPE IMPLEMENTATION LAST UPDATE FastQC Quality Control Raw sequence data (before any alignment or assembly steps) Open source Stand-alone 2023 LongQC Quality Control Raw Long-Read Sequencing Data (before any alignment or assembly steps -,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Table 3 TOOL CATEGORY BY MAIN FUNCTION INPUT DATA TYPE LICENSE TYPE IMPLEMENTATION LAST UPDATE FastQC Quality Control Raw sequence data (before any alignment or assembly steps) Open source Stand-alone 2023 LongQC Quality Control Raw Long-Read Sequencing Data (before any alignment or assembly steps -,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Functional annotation and pathway analysis: In this step, the differentially expressed genes are annotated to assign putative functions based on databases like NCBI's RefSeq or UniProt as well as functional pathways enriched in the differentially expressed.",0,0,,0,0,,0,0,,0,1,Functional Convergence Characterizes Crude Oil Microbial Community Assembly SCALA: A complete solution for multimodal analysis of single-cell Next Generation Sequencing data Characterizing the bacterial community across the gastrointestinal tract of goats: Composition and potential function Normaliz,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38762502,PMC11102522,Nitrous oxide respiration in acidophilic methanotrophs,True,0,0,,0,2,"nov., a methanotroph isolated from a geothermal field in the Republic of Korea 16S ribosomal DNA amplification for phylogenetic study Simultaneous recovery of RNA and DNA from soils and sediments Trycycler: consensus long-read assemblies for bacterial genomes Minimap and miniasm: fast mapping and de",0,2,The annotated protein sequences of methanotrophs were re-annotated against the obtained reference sequences from the NCyc and BV-BRC databases.,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"nov., a methanotroph isolated from a geothermal field in the Republic of Korea 16S ribosomal DNA amplification for phylogenetic study Simultaneous recovery of RNA and DNA from soils and sediments Trycycler: consensus long-read assemblies for bacterial genomes Minimap and miniasm: fast mapping and de",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"nov., a methanotroph isolated from a geothermal field in the Republic of Korea 16S ribosomal DNA amplification for phylogenetic study Simultaneous recovery of RNA and DNA from soils and sediments Trycycler: consensus long-read assemblies for bacterial genomes Minimap and miniasm: fast mapping and de",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38755122,PMC11099021,Mycobacterial biotin synthases require an auxiliary protein to convert dethiobiotin into biotin,True,0,0,,0,0,,0,1,Full protein sequences for BioB hits were obtained by pulling BioB annotated sequences for all representative bacterial genomes from BV-BRC using BV-BRC CLI tools.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Bioinformatic analyses BsaP homologs were identified using Blastn searches.,0,0,,0,0,,1,0,"Data processing Raw sequence data were processed using the TPP tool from the TRANSIT TnSeq analysis platform, and transposon genome junctions were mapped to the M.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Mycobacterial protein structure predictions were obtained from the Alphafold repository on May 20, 2022.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38745294,PMC11094924,Identification of novel single nucleotide variants in the drug resistance mechanism of Mycobacterium tuberculosis isolates by whole-genome analysis,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,"Identification of a desaturase involved in mycolic acid biosynthesis in Mycobacterium smegmatis Transcriptomic profile of the most successful Mycobacterium tuberculosis strain in Aragon, the MtZ strain, during exponential and stationary growth phases Crystal structure and conformational change mecha",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"Identification of a desaturase involved in mycolic acid biosynthesis in Mycobacterium smegmatis Transcriptomic profile of the most successful Mycobacterium tuberculosis strain in Aragon, the MtZ strain, during exponential and stationary growth phases Crystal structure and conformational change mecha",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38745280,PMC11092135,The predominant lactic acid bacteria and yeasts involved in the spontaneous fermentation of millet during the production of the traditional porridge Hausa koko in Ghana,True,0,0,,0,0,,0,2,"All genomes were annotated using PATRIC v.3.6.3, which provides subsystem annotation.",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,MetaBAT 2: an adaptive binning algorithm for robust and efficient genome reconstruction from metagenome assemblies GTDB-Tk: a toolkit to classify genomes with the Genome Taxonomy Database PATRIC: the comprehensive bacterial bioinformatics resource with a focus on human pathogenic species Introducing,0,0,,1,0,The subsystem analysis predicted by PATRIC (http://patricbrc.org) database v3.6.2.,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,Lactic acid fermentation of cassava dough into agbelima Physiological properties of a microbial community in spontaneous fermentation of maize (Zea mays) for Ogi Production Occurrence and taxonomic characteristics of strains of Saccharomyces cerevisiae predominant in African indigenous fermented foo,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38700337,PMC11237465,First report of KPC variants conferring ceftazidime-avibactam resistance in Colombia: introducing KPC-197,True,0,0,,0,1,"The long reads were de novo assembled with Flye 2.9, polished with Medaka 1.6, and annotated using BV-BRC (Bacterial and Viral Bioinformatics Resource Center).",0,2,"The long reads were de novo assembled with Flye 2.9, polished with Medaka 1.6, and annotated using BV-BRC (Bacterial and Viral Bioinformatics Resource Center).",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38684853,PMC11059350,"Enhancing effect of natural adjuvant, panduratin A, on antibacterial activity of colistin against multidrug-resistant Acinetobacter baumannii",True,0,0,,0,1,NanoPack: Visualizing and processing long-read sequencing data Unicycler: Resolving bacterial genome assemblies from short and long sequencing reads Pilon: An integrated tool for comprehensive microbial variant detection and genome assembly improvement The Sequence Alignment/Map format and SAMtools ,1,2,Coding sequences and functional genes were annotated by RASTtk version 1.3.0.,0,0,,0,0,,0,0,,0,0,,0,1,Transcriptomic analysis Raw data of RNA-Seq were uploaded to BV-BRC version 3.30.19 for analysis and the complete genome of Aci44 was used as a reference genome.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"baumannii ATCC 17978 (drug sensitive, accession number: CP000521.1), Aci44 (colistin and carbapenem-resistance, accession number: CP101653), and Aci46 (colistin and carbapenem-resistance, accession number: JAHPZP000000000.1) were compared by Protein Family Sorter with PATRIC genus-specific families ",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,NanoPack: Visualizing and processing long-read sequencing data Unicycler: Resolving bacterial genome assemblies from short and long sequencing reads Pilon: An integrated tool for comprehensive microbial variant detection and genome assembly improvement The Sequence Alignment/Map format and SAMtools ,0,0,,0,0,,0,1,NanoPack: Visualizing and processing long-read sequencing data Unicycler: Resolving bacterial genome assemblies from short and long sequencing reads Pilon: An integrated tool for comprehensive microbial variant detection and genome assembly improvement The Sequence Alignment/Map format and SAMtools ,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38682613,PMC11162810,Functional redundancy in tRNA dihydrouridylation,True,0,0,,0,0,,0,2,"Bioinformatic analyses The FASTA sequences of 203 proteins annotated in BV-BRC as tRNA-dihydrouridine (20/20a) synthase (EC 1.3.1.91) (or DusA), tRNA-dihydrouridine synthase (or DusC), tRNA-dihydrouridine synthase DusB (or DusB/DusB1) and tRNA-dihydrouridine synthase 2 (or DusB2) where extracted fro",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,2021 update Detecting RNA modifications in the epitranscriptome: predict and validate Celebrating wobble decoding: half a century and still much is new To be or not to be modified: miscellaneous aspects influencing nucleotide modifications in tRNAs Biosynthesis and function of posttranscriptional mo,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38671539,PMC11046850,Genomic and environmental controls on Castellaniella biogeography in an anthropogenically disturbed subsurface,True,1,1,Genome quality was determined using the BV-BRC Comprehensive Genome Analysis Service.,0,0,,1,1,All genomes were annotated using the “Annotate Multiple Microbial Assemblies with RASTtk” (v1.073) KBase application using default parameters.,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"We also constructed a full-length (~ 1550 bp) 16S rRNA gene tree using all publicly available Castellaniella full-length 16S sequences as well as full-length 16S sequences from Advenella mimigardefordensis DPN7, Alcaligenes faecalis subsp.",0,0,,0,1,"Effect of pH on the denitrification proteome of the soil bacterium Paracoccus denitrificans PD1222 Introducing the bacterial and viral bioinformatics resource center (BV-BRC): a resource combining PATRIC, IRD and ViPR Distribution, diversity and evolution of the bacterial mercury resistance (mer) op",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,The genomes were analyzed for heavy metal homeostasis genes (HMHGs) using Geneious Prime (v2022.0.2) to perform a BLASTp search against the BacMet Antibacterial Biocide and Metal Resistance Genes Predicted Database (v2).,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38659991,PMC11039911,A proof of concept for a targeted enrichment approach to the simultaneous detection and characterization of rickettsial pathogens from clinical specimens,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,Contigs from each sample were screened for AMR genes using tBLASTn in CLC with a minimum threshold of 60% length of the gene.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38655077,PMC11035887,"Three new species, Xanthomonas hawaiiensis sp. nov., Stenotrophomonas aracearum sp. nov., and Stenotrophomonas oahuensis sp. nov., isolated from the Araceae family",True,0,0,,0,2,"Hybrid genome assembly and genome annotation The hybrid assembler, Unicycler v0.4.8 plugged in the web-server of BV-BRC 3.26.4,2 was employed by uploading paired-end (2 × 150 bp) Illumina short-read, high-accuracy basecalled ONT long reads for de novo genome assemblies.",0,1,"Hybrid genome assembly and genome annotation The hybrid assembler, Unicycler v0.4.8 plugged in the web-server of BV-BRC 3.26.4,2 was employed by uploading paired-end (2 × 150 bp) Illumina short-read, high-accuracy basecalled ONT long reads for de novo genome assemblies.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,"For Roary, core and accessory genes were assessed with 80% minimum BLASTp identity, and multi-FASTA alignment of the core genome was generated using highly accurate PRANK, which is a probabilistic multiple alignment program.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38638909,PMC11024261,Integrating biological knowledge for mechanistic inference in the host-associated microbiome,True,0,0,,0,0,,1,1,"KEGG introduces several tools including the BlastKOALA (short for KEGG Orthology And Links Annotation), a protein annotation web service, KEGG Mapper, a genome annotation service, and Pathogen Checker, a service supporting search of antimicrobial resistance genes.",0,0,,0,0,,0,0,,0,0,,0,0,,0,1,reporting guidelines for human microbiome research: the STORMS checklist MetaNetX/MNXref: unified namespace for metabolites and biochemical reactions in the context of metabolic models Learning representations of microbe–metabolite interactions The virtual metabolic human database: integrating human,0,0,,0,1,reporting guidelines for human microbiome research: the STORMS checklist MetaNetX/MNXref: unified namespace for metabolites and biochemical reactions in the context of metabolic models Learning representations of microbe–metabolite interactions The virtual metabolic human database: integrating human,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38607934,PMC11032443,Emerging roles for ABC transporters as virulence factors in uropathogenic Escherichia coli,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,We identified the CFT073 transporters in these three cohorts using BLASTP with a >90% amino acid sequence identity cut-off (Fig.,0,0,,0,0,,1,0,"In parallel, we performed Tn-seq analysis that determined transport systems critical for successful host colonization.",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38559251,PMC10980061,MetagenomicKG: a knowledge graph for metagenomic applications,True,0,0,,0,1,UMLS Search API: https://documentation.uts.nlm.nih.gov/rest/search/ OxO REST API: https://www.ebi.ac.uk/spot/oxo/docs/api Centers for Disease Control and Prevention: Methicillin-resistant Staphylococcus aureus (MRSA) References Deepac: predicting pathogenic potential of novel dna with reverse-comple,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,UMLS Search API: https://documentation.uts.nlm.nih.gov/rest/search/ OxO REST API: https://www.ebi.ac.uk/spot/oxo/docs/api Centers for Disease Control and Prevention: Methicillin-resistant Staphylococcus aureus (MRSA) References Deepac: predicting pathogenic potential of novel dna with reverse-comple,0,0,,0,0,,0,0,,0,0,,1,0,It utilizes the BLASTX protein search against the NCBI Bacterial Antimicrobial Resistance Reference Gene Database for AMR protein identification.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38559026,PMC10979967,"OCTOPUS: Disk-based, Multiplatform, Mobile-friendly Metagenomics Classifier",True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
38544857,PMC10965804,Mapping the tRNA modification landscape of Bartonella henselae Houston I and Bartonella quintana Toulouse,True,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,NCBI was used for BlastP analyses and literature searches.,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
